dept_id,oc_code,org,bldg,building,acronym,flr_id,location_code,loc_type,usage_percent,usage_code,user_sqft,net_user_sqft,poly_sqft,net_poly_sqft,loc_status
GSE,TCC,THE CHILDREN'S CENTER,B0018A,SMSU - SMITH MEMORIAL STUDENT UNION,SMSU,1,126H,RESTRM,100,UNASSIGN,26,26,26,26,OCCUPIED
GSE,TCC,THE CHILDREN'S CENTER,B0018A,SMSU - SMITH MEMORIAL STUDENT UNION,SMSU,1,C126,HALL,100,UNASSIGN,406,406,406,406,OCCUPIED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,100,STFOFF,0," ",226,0,226.02,0,DEMOLISHED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,101,STFOFF,0," ",83,0,82.9,0,DEMOLISHED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,102,STFOFF,0," ",109,0,108.58,0,DEMOLISHED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,103,STFOFF,0," ",72,0,71.78,0,DEMOLISHED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,104,STFOFF,0," ",72,0,72.26,0,DEMOLISHED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,105,CLLBSERV,0," ",61,0,61.19,0,DEMOLISHED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,106,CONFERRM,0," ",178,0,177.81,0,DEMOLISHED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,107,STFOFF,0," ",78,0,77.94,0,DEMOLISHED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,108,STFOFF,0," ",76,0,75.7,0,DEMOLISHED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,111,DEPTSTOR,0," ",109,0,109.14,0,DEMOLISHED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,112,OFFSERV,0," ",309,0,310.62,0,DEMOLISHED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,116,STFOFF,0," ",101,0,101.04,0,DEMOLISHED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,117,CONFERRM,0," ",102,0,102.06,0,DEMOLISHED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,118,DEPTSTOR,0," ",46,0,45.5,0,DEMOLISHED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,120,STFOFF,0," ",76,0,75.59,0,DEMOLISHED
GSE,OCCD,OREGON CENTER FOR CAREER DEVELOPMENT,B0035,SAB - SIXTH AVENUE BUILDING,"SAB ",1,120A,STFOFF,0," ",125,0,125.27,0,DEMOLISHED
GSE,AIUTP,AMERICAN INDIAN URBAN TEACHER PROGRAM,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290A,STFOFF,100,GENADM,,0,106,106,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,285A,FACOFF,100,INSTRSUP,,0,111,111,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,285B,FACOFF,100,INSTRSUP,,0,97,97,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,285C,FACOFF,100,INSTRSUP,,0,98,98,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,285D,FACOFF,100,INSTRSUP,,0,113,113,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,285E,FACOFF,100,INSTRSUP,,0,93,93,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,285F,FACOFF,100,INSTRSUP,,0,103,103,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,285G,FACOFF,100,INSTRSUP,,0,108,108,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,285H,FACOFF,100,INSTRSUP,,0,102,102,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290-06,STFOFF,100,DEPTADM,,0,62,62,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290-07,STFOFF,100,DEPTADM,,0,65,65,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290-08,STFOFF,100,DEPTADM,,0,75,75,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290-09,OFFSERV,100,DEPTADM,,0,55,55,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290B,FACOFF,100,INSTRSUP,,0,97,97,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290C,FACOFF,100,INSTRSUP,,0,108,108,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290D,FACOFF,100,INSTRSUP,,0,98,98,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290E,FACOFF,100,INSTRSUP,,0,102,102,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290F,FACOFF,100,INSTRSUP,,0,98,98,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290G,FACOFF,100,INSTRSUP,,0,95,95,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290H,FACOFF,100,INSTRSUP,,0,104,104,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290J,FACOFF,100,INSTRSUP,,0,101,101,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290K,FACOFF,100,INSTRSUP,,0,140,140,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290L,FACOFF,100,INSTRSUP,,0,95,95,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290M,FACOFF,100,INSTRSUP,,0,97,97,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290N,FACOFF,100,INSTRSUP,,0,104,104,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290P,FACOFF,100,INSTRSUP,,0,96,96,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290Q,FACOFF,100,INSTRSUP,,0,99,99,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290R,FACOFF,100,INSTRSUP,,0,95,95,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290S,FACOFF,100,INSTRSUP,,0,104,104,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,290T,FACOFF,100,INSTRSUP,,0,106,106,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,291,MEETROOM,100,DEPTADM,,0,112,112,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,291A,DEPTSTOR,100,DEPTADM,,0,6,6,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C280,HALL,100,UNASSIGN,,0,788,788,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C280,HALL,100,UNASSIGN,,0,788,788,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C290,HALL,100,UNASSIGN,,0,215,215,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C291,HALL,100,UNASSIGN,,0,190,190,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C292,HALL,100,UNASSIGN,,0,305,305,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C293,HALL,100,UNASSIGN,,0,129,129,OCCUPIED
GSE,CI,CURRICULUM & INSTRUCTION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C295,HALL,100,UNASSIGN,,0,106,106,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250-01,STFOFF,100,DEPTADM,,0,68,68,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250-02,STFOFF,100,DEPTADM,,0,104,104,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250-03,STFOFF,100,DEPTADM,,0,94,94,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250-04,STFOFF,100,DEPTADM,,0,11,11,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250A,FACOFF,100,INSTRSUP,,0,114,114,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250B,FACOFF,100,INSTRSUP,,0,97,97,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250C,FACOFF,100,INSTRSUP,,0,107,107,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250D,FACOFF,100,INSTRSUP,,0,104,104,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250E,STFOFF,100,PUBLCSER,,0,172,172,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250F,FACOFF,100,INSTRSUP,,0,108,108,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250G,FACOFF,100,INSTRSUP,,0,123,123,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250H,FACOFF,100,INSTRSUP,,0,110,110,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250J,FACOFF,100,INSTRSUP,,0,105,105,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250K,FACOFF,100,INSTRSUP,,0,70,70,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250L,FACOFF,100,INSTRSUP,,0,73,73,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,250M,FACOFF,100,INSTRSUP,,0,113,113,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,251,MEETROOM,100,DEPTADM,,0,112,112,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,251C,DEPTSTOR,100,DEPTADM,,0,6,6,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,252,CONFERRM,100,DEPTADM,,0,274,274,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,253,OBSERVRM,100,PUBLCSER,,0,266,266,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,253A,CLINIC,100,PUBLCSER,,0,78,78,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,253B,CLINIC,100,PUBLCSER,,0,76,76,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,253C,CLINIC,100,PUBLCSER,,0,112,112,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,253D,CLINIC,100,PUBLCSER,,0,78,78,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,253E,CLINIC,100,PUBLCSER,,0,75,75,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,253F,CLINIC,100,PUBLCSER,,0,108,108,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C250,HALL,100,UNASSIGN,,0,289,289,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C251,HALL,100,UNASSIGN,,0,99,99,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C252,HALL,100,UNASSIGN,,0,95,95,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C253,HALL,100,UNASSIGN,,0,147,147,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C254,HALL,100,UNASSIGN,,0,129,129,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C255,HALL,100,UNASSIGN,,0,152,152,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C258,HALL,100,UNASSIGN,,0,157,157,OCCUPIED
GSE,COUN,COUNSELOR EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,L250,LOBBY,100,UNASSIGN,,0,73,73,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240-01,STFOFF,100,DEPTADM,,0,53,53,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240-02,STFOFF,100,DEPTADM,,0,20,20,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240-03,STFOFF,100,DEPTADM,,0,67,67,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240-05,OFFSERV,100,DEPTADM,,0,75,75,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240A,FACOFF,100,INSTRSUP,,0,109,109,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240B,FACOFF,100,INSTRSUP,,0,97,97,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240C,FACOFF,100,INSTRSUP,,0,97,97,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240D,FACOFF,100,INSTRSUP,,0,96,96,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240E,FACOFF,100,INSTRSUP,,0,97,97,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240F,FACOFF,100,INSTRSUP,,0,96,96,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240G,FACOFF,100,INSTRSUP,,0,151,151,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240K,FACOFF,100,INSTRSUP,,0,109,109,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240L,FACOFF,100,INSTRSUP,,0,108,108,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240M,FACOFF,100,INSTRSUP,,0,101,101,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240N,FACOFF,100,INSTRSUP,,0,101,101,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240P,FACOFF,100,INSTRSUP,,0,100,100,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240R,FACOFF,100,INSTRSUP,,0,101,101,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240S,FACOFF,100,INSTRSUP,,0,104,104,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,240T,FACOFF,100,INSTRSUP,,0,99,99,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,241,MEETROOM,100,DEPTADM,,0,112,112,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,241A,DEPTSTOR,100,DEPTADM,,0,6,6,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C240,HALL,100,UNASSIGN,,0,360,360,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C244,HALL,100,UNASSIGN,,0,216,216,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,C245,HALL,100,UNASSIGN,,0,344,344,OCCUPIED
GSE,ELP,Educational Leadership and Policy,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,L240,LOBBY,100,UNASSIGN,,0,245,245,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",1,030,CLASSRM,100,INSTRUCT,,0,717,717,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",1,030A,DEPTSTOR,100,DEPTADM,,0,189,189,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,200,WATRECRM,100,DEPTADM,,0,546,546,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,200-01,STFOFF,100,DEPTADM,16,16,39,39,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,200-02,STFOFF,100,DEPTADM,153,153,39,39,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,200-03,STFOFF,100,DEPTADM,140,140,44,44,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,200A,CONFERRM,100,DEPTADM,,0,401,401,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,200C,DEPTSTOR,100,DEPTADM,,0,11,11,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,200D,DEPTSTOR,100,DEPTADM,,0,50,50,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,200E,DEPTSTOR,100,DEPTADM,,0,36,36,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,204,STFOFF,100,DEPTADM,,0,98,98,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,204A,DEPTSTOR,100,DEPTADM,,0,279,279,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,205,CONFERRM,100,DEPTADM,,0,657,657,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220-01,STFOFF,100,DEPTADM,,0,61,61,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220-02,STFOFF,100,DEPTADM,,0,55,55,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220-03,STFOFF,100,DEPTADM,,0,51,51,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220-04,STFOFF,100,DEPTADM,,0,46,46,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220-05,STFOFF,100,DEPTADM,,0,90,90,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220-06,STFOFF,100,DEPTADM,,0,78,78,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220-07,STFOFF,100,DEPTADM,,0,75,75,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220-08,STFOFF,100,DEPTADM,,0,119,119,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220-09,OFFSERV,100,DEPTADM,,0,84,84,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220A,STFOFF,100,DEPTADM,,0,98,98,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220B,STFOFF,100,DEPTADM,,0,98,98,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220C,STFOFF,100,DEPTADM,,0,98,98,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220F,STFOFF,100,DEPTADM,,0,96,96,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220G,STFOFF,100,DEPTADM,,0,177,177,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220K,STFOFF,100,DEPTADM,,0,94,94,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220L,STFOFF,100,DEPTADM,,0,156,156,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220M,STFOFF,100,DEPTADM,,0,101,101,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220N,STFOFF,100,DEPTADM,,0,101,101,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220R,STFOFF,100,DEPTADM,,0,101,101,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220S,STFOFF,100,DEPTADM,,0,99,99,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,220T,STFOFF,100,DEPTADM,,0,111,111,OCCUPIED
GSE,GSE,GRADUATE SCHOOL OF EDUCATION,B0036A,FAB - FOURTH AVENUE BUILDING,"FAB ",3,221,MEETROOM,100,DEPTADM,,0,112,112,OCCUPIED
