,Building,Class,Actual_Enrl,Latitude,Longitude,Days,Day_start_M,Day_end_M,Day_start_T,Day_end_T,Day_start_W,Day_end_W,Day_start_R,Day_end_R,Day_start_F,Day_end_F,Day_start_S,Day_end_S,Day_start_U,Day_end_U
156,ASRC,PE 104,43,680048.965263,7642730.146919999,F,na,na,na,na,na,na,na,na,2016-09-30 11:30:00,2016-09-30 13:10:00,na,na,na,na
157,ASRC,PE 176,16,680048.965263,7642730.146919999,F,na,na,na,na,na,na,na,na,2016-09-30 13:00:00,2016-09-30 16:50:00,na,na,na,na
166,ASRC,SW 540,30,680048.965263,7642730.146919999,M,2016-09-26 09:00:00,2016-09-26 11:50:00,na,na,na,na,na,na,na,na,na,na,na,na
167,ASRC,SW 555,30,680048.965263,7642730.146919999,M,2016-09-26 13:00:00,2016-09-26 15:50:00,na,na,na,na,na,na,na,na,na,na,na,na
168,ASRC,SW 511,11,680048.965263,7642730.146919999,M,2016-09-26 16:00:00,2016-09-26 17:20:00,na,na,na,na,na,na,na,na,na,na,na,na
169,ASRC,SW 539,23,680048.965263,7642730.146919999,M,2016-09-26 17:30:00,2016-09-26 20:20:00,na,na,na,na,na,na,na,na,na,na,na,na
170,ASRC,SW 339,32,680048.965263,7642730.146919999,T,na,na,2016-09-27 13:00:00,2016-09-27 15:30:00,na,na,na,na,na,na,na,na,na,na
171,ASRC,SW 400,14,680048.965263,7642730.146919999,T,na,na,2016-09-27 15:30:00,2016-09-27 17:00:00,na,na,na,na,na,na,na,na,na,na
172,ASRC,SW 339,29,680048.965263,7642730.146919999,T,na,na,2016-09-27 17:30:00,2016-09-27 20:00:00,na,na,na,na,na,na,na,na,na,na
173,ASRC,SW 558,30,680048.965263,7642730.146919999,W,na,na,na,na,2016-09-28 09:00:00,2016-09-28 11:50:00,na,na,na,na,na,na,na,na
174,ASRC,SW 593,23,680048.965263,7642730.146919999,W,na,na,na,na,2016-09-28 13:00:00,2016-09-28 15:50:00,na,na,na,na,na,na,na,na
175,ASRC,SW 511,13,680048.965263,7642730.146919999,W,na,na,na,na,2016-09-28 16:00:00,2016-09-28 17:20:00,na,na,na,na,na,na,na,na
176,ASRC,SW 540,28,680048.965263,7642730.146919999,W,na,na,na,na,2016-09-28 17:30:00,2016-09-28 20:20:00,na,na,na,na,na,na,na,na
177,ASRC,SW 450,23,680048.965263,7642730.146919999,R,na,na,na,na,na,na,2016-09-29 08:30:00,2016-09-29 11:20:00,na,na,na,na,na,na
178,ASRC,SW 400,14,680048.965263,7642730.146919999,R,na,na,na,na,na,na,2016-09-29 11:30:00,2016-09-29 13:00:00,na,na,na,na,na,na
179,ASRC,SW 450,28,680048.965263,7642730.146919999,R,na,na,na,na,na,na,2016-09-29 17:30:00,2016-09-29 20:20:00,na,na,na,na,na,na
181,ASRC,SW 511,5,680048.965263,7642730.146919999,T,na,na,2016-09-27 16:00:00,2016-09-27 17:20:00,na,na,na,na,na,na,na,na,na,na
186,ASRC,SW 525,17,680048.965263,7642730.146919999,M,2016-09-26 09:00:00,2016-09-26 11:50:00,na,na,na,na,na,na,na,na,na,na,na,na
187,ASRC,SW 539,17,680048.965263,7642730.146919999,M,2016-09-26 13:00:00,2016-09-26 15:50:00,na,na,na,na,na,na,na,na,na,na,na,na
188,ASRC,SW 511,14,680048.965263,7642730.146919999,M,2016-09-26 16:00:00,2016-09-26 17:20:00,na,na,na,na,na,na,na,na,na,na,na,na
189,ASRC,SW 539,24,680048.965263,7642730.146919999,M,2016-09-26 17:30:00,2016-09-26 20:20:00,na,na,na,na,na,na,na,na,na,na,na,na
190,ASRC,SW 339,30,680048.965263,7642730.146919999,T,na,na,2016-09-27 13:00:00,2016-09-27 15:30:00,na,na,na,na,na,na,na,na,na,na
191,ASRC,SW 400,14,680048.965263,7642730.146919999,T,na,na,2016-09-27 15:30:00,2016-09-27 17:00:00,na,na,na,na,na,na,na,na,na,na
192,ASRC,SW 430,27,680048.965263,7642730.146919999,T,na,na,2016-09-27 17:30:00,2016-09-27 20:20:00,na,na,na,na,na,na,na,na,na,na
193,ASRC,SW 559,13,680048.965263,7642730.146919999,W,na,na,na,na,2016-09-28 09:00:00,2016-09-28 11:50:00,na,na,na,na,na,na,na,na
194,ASRC,SW 530,26,680048.965263,7642730.146919999,W,na,na,na,na,2016-09-28 13:00:00,2016-09-28 15:50:00,na,na,na,na,na,na,na,na
195,ASRC,SW 511,13,680048.965263,7642730.146919999,W,na,na,na,na,2016-09-28 16:00:00,2016-09-28 17:20:00,na,na,na,na,na,na,na,na
196,ASRC,SW 540,30,680048.965263,7642730.146919999,W,na,na,na,na,2016-09-28 17:30:00,2016-09-28 20:20:00,na,na,na,na,na,na,na,na
197,ASRC,SW 450,19,680048.965263,7642730.146919999,R,na,na,na,na,na,na,2016-09-29 08:30:00,2016-09-29 11:20:00,na,na,na,na,na,na
198,ASRC,SW 400,14,680048.965263,7642730.146919999,R,na,na,na,na,na,na,2016-09-29 11:30:00,2016-09-29 13:00:00,na,na,na,na,na,na
199,ASRC,SW 430,25,680048.965263,7642730.146919999,R,na,na,na,na,na,na,2016-09-29 13:30:00,2016-09-29 16:20:00,na,na,na,na,na,na
200,ASRC,SW 517,11,680048.965263,7642730.146919999,R,na,na,na,na,na,na,2016-09-29 17:30:00,2016-09-29 20:20:00,na,na,na,na,na,na
205,ASRC,SW 530,30,680048.965263,7642730.146919999,M,2016-09-26 09:00:00,2016-09-26 11:50:00,na,na,na,na,na,na,na,na,na,na,na,na
206,ASRC,SW 540,26,680048.965263,7642730.146919999,M,2016-09-26 13:00:00,2016-09-26 15:50:00,na,na,na,na,na,na,na,na,na,na,na,na
207,ASRC,SW 511,15,680048.965263,7642730.146919999,M,2016-09-26 16:00:00,2016-09-26 17:20:00,na,na,na,na,na,na,na,na,na,na,na,na
208,ASRC,SW 528,17,680048.965263,7642730.146919999,M,2016-09-26 17:30:00,2016-09-26 20:20:00,na,na,na,na,na,na,na,na,na,na,na,na
209,ASRC,SW 530,29,680048.965263,7642730.146919999,T,na,na,2016-09-27 17:30:00,2016-09-27 20:20:00,na,na,na,na,na,na,na,na,na,na
210,ASRC,SW 539,23,680048.965263,7642730.146919999,W,na,na,na,na,2016-09-28 09:00:00,2016-09-28 11:50:00,na,na,na,na,na,na,na,na
211,ASRC,SW 533,28,680048.965263,7642730.146919999,W,na,na,na,na,2016-09-28 13:00:00,2016-09-28 15:50:00,na,na,na,na,na,na,na,na
212,ASRC,SW 564,23,680048.965263,7642730.146919999,W,na,na,na,na,2016-09-28 17:30:00,2016-09-28 20:20:00,na,na,na,na,na,na,na,na
213,ASRC,SW 400,15,680048.965263,7642730.146919999,R,na,na,na,na,na,na,2016-09-29 11:30:00,2016-09-29 13:00:00,na,na,na,na,na,na
214,ASRC,SW 430,19,680048.965263,7642730.146919999,R,na,na,na,na,na,na,2016-09-29 13:30:00,2016-09-29 16:20:00,na,na,na,na,na,na
215,ASRC,SW 533,28,680048.965263,7642730.146919999,R,na,na,na,na,na,na,2016-09-29 17:30:00,2016-09-29 20:20:00,na,na,na,na,na,na
216,ASRC,CFS 410,10,680048.965263,7642730.146919999,F,na,na,na,na,na,na,na,na,2016-09-30 09:00:00,2016-09-30 10:50:00,na,na,na,na
227,ASRC,SW 530,25,680048.965263,7642730.146919999,M,2016-09-26 09:00:00,2016-09-26 11:50:00,na,na,na,na,na,na,na,na,na,na,na,na
228,ASRC,SW 540,32,680048.965263,7642730.146919999,M,2016-09-26 13:00:00,2016-09-26 15:50:00,na,na,na,na,na,na,na,na,na,na,na,na
229,ASRC,SW 511,15,680048.965263,7642730.146919999,M,2016-09-26 16:00:00,2016-09-26 17:20:00,na,na,na,na,na,na,na,na,na,na,na,na
230,ASRC,SW 542,21,680048.965263,7642730.146919999,M,2016-09-26 17:30:00,2016-09-26 20:20:00,na,na,na,na,na,na,na,na,na,na,na,na
231,ASRC,CFS 488,19,680048.965263,7642730.146919999,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
232,ASRC,CFS 492,30,680048.965263,7642730.146919999,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
233,ASRC,CFS 494,27,680048.965263,7642730.146919999,T,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,na,na,na,na,na,na,na,na
234,ASRC,CFS 496,9,680048.965263,7642730.146919999,T,na,na,2016-09-27 16:00:00,2016-09-27 17:00:00,na,na,na,na,na,na,na,na,na,na
235,ASRC,SW 530,14,680048.965263,7642730.146919999,T,na,na,2016-09-27 17:30:00,2016-09-27 20:20:00,na,na,na,na,na,na,na,na,na,na
236,ASRC,SW 539,24,680048.965263,7642730.146919999,W,na,na,na,na,2016-09-28 09:00:00,2016-09-28 11:50:00,na,na,na,na,na,na,na,na
237,ASRC,SW 533,26,680048.965263,7642730.146919999,W,na,na,na,na,2016-09-28 13:00:00,2016-09-28 15:50:00,na,na,na,na,na,na,na,na
238,ASRC,SW 549,28,680048.965263,7642730.146919999,W,na,na,na,na,2016-09-28 17:30:00,2016-09-28 20:20:00,na,na,na,na,na,na,na,na
239,ASRC,CFS 101,27,680048.965263,7642730.146919999,R,na,na,na,na,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
241,BDWY,LING 152,21,679425.738764,7642141.8952399995,MWF,2016-09-26 09:00:00,2016-09-26 10:05:00,na,na,2016-09-28 09:00:00,2016-09-28 10:05:00,na,na,2016-09-30 09:00:00,2016-09-30 10:05:00,na,na,na,na
242,BDWY,LING 152,19,679425.738764,7642141.8952399995,MWF,2016-09-26 10:15:00,2016-09-26 11:20:00,na,na,2016-09-28 10:15:00,2016-09-28 11:20:00,na,na,2016-09-30 10:15:00,2016-09-30 11:20:00,na,na,na,na
243,BDWY,LING 124,18,679425.738764,7642141.8952399995,MWF,2016-09-26 11:30:00,2016-09-26 12:35:00,na,na,2016-09-28 11:30:00,2016-09-28 12:35:00,na,na,2016-09-30 11:30:00,2016-09-30 12:35:00,na,na,na,na
244,BDWY,LING 124,19,679425.738764,7642141.8952399995,MWF,2016-09-26 12:45:00,2016-09-26 13:50:00,na,na,2016-09-28 12:45:00,2016-09-28 13:50:00,na,na,2016-09-30 12:45:00,2016-09-30 13:50:00,na,na,na,na
245,BDWY,LING 134,17,679425.738764,7642141.8952399995,MWF,2016-09-26 14:00:00,2016-09-26 15:05:00,na,na,2016-09-28 14:00:00,2016-09-28 15:05:00,na,na,2016-09-30 14:00:00,2016-09-30 15:05:00,na,na,na,na
246,BDWY,SPHR 587,18,679425.738764,7642141.8952399995,M,2016-09-26 17:30:00,2016-09-26 19:20:00,na,na,na,na,na,na,na,na,na,na,na,na
247,BDWY,CS 399,14,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
248,BDWY,LING 170,11,679425.738764,7642141.8952399995,T,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,na,na,na,na,na,na,na,na
249,BDWY,PHL 416,21,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
250,BDWY,PHL 516,0,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
251,BDWY,LING 156,17,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 16:00:00,2016-09-27 17:50:00,na,na,2016-09-29 16:00:00,2016-09-29 17:50:00,na,na,na,na,na,na
252,BDWY,ITP 528,15,679425.738764,7642141.8952399995,W,na,na,na,na,2016-09-28 16:30:00,2016-09-28 20:20:00,na,na,na,na,na,na,na,na
253,BDWY,LING 170,3,679425.738764,7642141.8952399995,R,na,na,na,na,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
254,BDWY,AD HOC,0,679425.738764,7642141.8952399995,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
255,BDWY,SPAN 101,25,679425.738764,7642141.8952399995,MWF,2016-09-26 07:45:00,2016-09-26 08:50:00,na,na,2016-09-28 07:45:00,2016-09-28 08:50:00,na,na,2016-09-30 07:45:00,2016-09-30 08:50:00,na,na,na,na
256,BDWY,SPAN 201,23,679425.738764,7642141.8952399995,MWF,2016-09-26 09:00:00,2016-09-26 10:05:00,na,na,2016-09-28 09:00:00,2016-09-28 10:05:00,na,na,2016-09-30 09:00:00,2016-09-30 10:05:00,na,na,na,na
257,BDWY,SPAN 203,17,679425.738764,7642141.8952399995,MWF,2016-09-26 10:15:00,2016-09-26 11:20:00,na,na,2016-09-28 10:15:00,2016-09-28 11:20:00,na,na,2016-09-30 10:15:00,2016-09-30 11:20:00,na,na,na,na
258,BDWY,INTL 407,19,679425.738764,7642141.8952399995,MWF,2016-09-26 12:45:00,2016-09-26 13:50:00,na,na,2016-09-28 12:45:00,2016-09-28 13:50:00,na,na,2016-09-30 12:45:00,2016-09-30 13:50:00,na,na,na,na
259,BDWY,INTL 407H,2,679425.738764,7642141.8952399995,MWF,2016-09-26 12:45:00,2016-09-26 13:50:00,na,na,2016-09-28 12:45:00,2016-09-28 13:50:00,na,na,2016-09-30 12:45:00,2016-09-30 13:50:00,na,na,na,na
260,BDWY,LING 144,17,679425.738764,7642141.8952399995,MWF,2016-09-26 14:00:00,2016-09-26 15:05:00,na,na,2016-09-28 14:00:00,2016-09-28 15:05:00,na,na,2016-09-30 14:00:00,2016-09-30 15:05:00,na,na,na,na
261,BDWY,SPAN 203,17,679425.738764,7642141.8952399995,MW,2016-09-26 16:40:00,2016-09-26 18:30:00,na,na,2016-09-28 16:40:00,2016-09-28 18:30:00,na,na,na,na,na,na,na,na
262,BDWY,SPAN 101,27,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 08:00:00,2016-09-27 09:50:00,na,na,2016-09-29 08:00:00,2016-09-29 09:50:00,na,na,na,na,na,na
263,BDWY,FR 411,18,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
264,BDWY,FR 511,1,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
265,BDWY,WS 377U,21,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
266,BDWY,HON 403,27,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
267,BDWY,SPAN 203,18,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 16:40:00,2016-09-27 18:30:00,na,na,2016-09-29 16:40:00,2016-09-29 18:30:00,na,na,na,na,na,na
268,BDWY,FR 201,11,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 18:40:00,2016-09-27 20:30:00,na,na,2016-09-29 18:40:00,2016-09-29 20:30:00,na,na,na,na,na,na
269,BDWY,AD HOC,0,679425.738764,7642141.8952399995,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
270,BDWY,LING 142,20,679425.738764,7642141.8952399995,MWF,2016-09-26 09:00:00,2016-09-26 10:05:00,na,na,2016-09-28 09:00:00,2016-09-28 10:05:00,na,na,2016-09-30 09:00:00,2016-09-30 10:05:00,na,na,na,na
271,BDWY,LING 142,18,679425.738764,7642141.8952399995,MWF,2016-09-26 10:15:00,2016-09-26 11:20:00,na,na,2016-09-28 10:15:00,2016-09-28 11:20:00,na,na,2016-09-30 10:15:00,2016-09-30 11:20:00,na,na,na,na
272,BDWY,LING 134,16,679425.738764,7642141.8952399995,MWF,2016-09-26 11:30:00,2016-09-26 12:35:00,na,na,2016-09-28 11:30:00,2016-09-28 12:35:00,na,na,2016-09-30 11:30:00,2016-09-30 12:35:00,na,na,na,na
273,BDWY,LING 144,16,679425.738764,7642141.8952399995,MWF,2016-09-26 12:45:00,2016-09-26 13:50:00,na,na,2016-09-28 12:45:00,2016-09-28 13:50:00,na,na,2016-09-30 12:45:00,2016-09-30 13:50:00,na,na,na,na
274,BDWY,LING 124,19,679425.738764,7642141.8952399995,MWF,2016-09-26 14:00:00,2016-09-26 15:05:00,na,na,2016-09-28 14:00:00,2016-09-28 15:05:00,na,na,2016-09-30 14:00:00,2016-09-30 15:05:00,na,na,na,na
275,BDWY,LING 131,17,679425.738764,7642141.8952399995,MWF,2016-09-26 15:15:00,2016-09-26 17:35:00,na,na,2016-09-28 15:15:00,2016-09-28 17:35:00,na,na,2016-09-30 15:15:00,2016-09-30 17:35:00,na,na,na,na
276,BDWY,SPHR 554,22,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
277,BDWY,LING 170,14,679425.738764,7642141.8952399995,T,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,na,na,na,na,na,na,na,na
278,BDWY,UNST 421,23,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
279,BDWY,INTL 396,13,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 16:00:00,2016-09-27 17:50:00,na,na,2016-09-29 16:00:00,2016-09-29 17:50:00,na,na,na,na,na,na
280,BDWY,CH 384,6,679425.738764,7642141.8952399995,W,na,na,na,na,2016-09-28 18:00:00,2016-09-28 19:50:00,na,na,na,na,na,na,na,na
281,BDWY,LING 170,20,679425.738764,7642141.8952399995,R,na,na,na,na,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
282,BDWY,AD HOC,0,679425.738764,7642141.8952399995,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
287,BDWY,PHL 300U,30,679425.738764,7642141.8952399995,MWF,2016-09-26 09:00:00,2016-09-26 10:05:00,na,na,2016-09-28 09:00:00,2016-09-28 10:05:00,na,na,2016-09-30 09:00:00,2016-09-30 10:05:00,na,na,na,na
288,BDWY,PHE 295,44,679425.738764,7642141.8952399995,MWF,2016-09-26 10:15:00,2016-09-26 11:20:00,na,na,2016-09-28 10:15:00,2016-09-28 11:20:00,na,na,2016-09-30 10:15:00,2016-09-30 11:20:00,na,na,na,na
289,BDWY,COMM 336U,38,679425.738764,7642141.8952399995,MW,2016-09-26 12:00:00,2016-09-26 13:50:00,na,na,2016-09-28 12:00:00,2016-09-28 13:50:00,na,na,na,na,na,na,na,na
290,BDWY,PHE 443U,39,679425.738764,7642141.8952399995,MW,2016-09-26 14:00:00,2016-09-26 15:50:00,na,na,2016-09-28 14:00:00,2016-09-28 15:50:00,na,na,na,na,na,na,na,na
291,BDWY,COUN 551,51,679425.738764,7642141.8952399995,M,2016-09-26 16:00:00,2016-09-26 18:30:00,na,na,na,na,na,na,na,na,na,na,na,na
292,BDWY,COUN 569,50,679425.738764,7642141.8952399995,M,2016-09-26 18:40:00,2016-09-26 21:20:00,na,na,na,na,na,na,na,na,na,na,na,na
293,BDWY,PHL 308U,45,679425.738764,7642141.8952399995,T,na,na,2016-09-27 08:00:00,2016-09-27 09:50:00,na,na,na,na,na,na,na,na,na,na
294,BDWY,PHE 478,48,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
295,BDWY,COMM 200,56,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
296,BDWY,PHE 471,50,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
297,BDWY,PSY 431U,54,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 16:40:00,2016-09-27 18:30:00,na,na,2016-09-29 16:40:00,2016-09-29 18:30:00,na,na,na,na,na,na
298,BDWY,USP 438,2,679425.738764,7642141.8952399995,T,na,na,2016-09-27 18:40:00,2016-09-27 21:20:00,na,na,na,na,na,na,na,na,na,na
299,BDWY,USP 538,29,679425.738764,7642141.8952399995,T,na,na,2016-09-27 18:40:00,2016-09-27 21:20:00,na,na,na,na,na,na,na,na,na,na
300,BDWY,PHE 456,29,679425.738764,7642141.8952399995,W,na,na,na,na,2016-09-28 17:30:00,2016-09-28 21:10:00,na,na,na,na,na,na,na,na
301,BDWY,PHE 556,3,679425.738764,7642141.8952399995,W,na,na,na,na,2016-09-28 17:30:00,2016-09-28 21:10:00,na,na,na,na,na,na,na,na
302,BDWY,SOC 407,6,679425.738764,7642141.8952399995,F,na,na,na,na,na,na,na,na,2016-09-30 12:00:00,2016-09-30 13:00:00,na,na,na,na
303,BDWY,AD HOC,0,679425.738764,7642141.8952399995,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
305,BDWY,RUS 101,13,679425.738764,7642141.8952399995,MWF,2016-09-26 09:00:00,2016-09-26 10:05:00,na,na,2016-09-28 09:00:00,2016-09-28 10:05:00,na,na,2016-09-30 09:00:00,2016-09-30 10:05:00,na,na,na,na
306,BDWY,LING 142,20,679425.738764,7642141.8952399995,MWF,2016-09-26 10:15:00,2016-09-26 11:20:00,na,na,2016-09-28 10:15:00,2016-09-28 11:20:00,na,na,2016-09-30 10:15:00,2016-09-30 11:20:00,na,na,na,na
307,BDWY,LAT 201,13,679425.738764,7642141.8952399995,MWF,2016-09-26 11:30:00,2016-09-26 12:35:00,na,na,2016-09-28 11:30:00,2016-09-28 12:35:00,na,na,2016-09-30 11:30:00,2016-09-30 12:35:00,na,na,na,na
308,BDWY,LING 134,16,679425.738764,7642141.8952399995,MWF,2016-09-26 12:45:00,2016-09-26 13:50:00,na,na,2016-09-28 12:45:00,2016-09-28 13:50:00,na,na,2016-09-30 12:45:00,2016-09-30 13:50:00,na,na,na,na
309,BDWY,TUR 201,6,679425.738764,7642141.8952399995,MWF,2016-09-26 14:00:00,2016-09-26 15:05:00,na,na,2016-09-28 14:00:00,2016-09-28 15:05:00,na,na,2016-09-30 14:00:00,2016-09-30 15:05:00,na,na,na,na
310,BDWY,SPAN 201,25,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 08:00:00,2016-09-27 09:50:00,na,na,2016-09-29 08:00:00,2016-09-29 09:50:00,na,na,na,na,na,na
311,BDWY,LING 116,15,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
312,BDWY,SPAN 101,29,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
313,BDWY,SPAN 102,26,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
314,BDWY,ASL 101,28,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 16:40:00,2016-09-27 18:30:00,na,na,2016-09-29 16:40:00,2016-09-29 18:30:00,na,na,na,na,na,na
315,BDWY,ASL 201,22,679425.738764,7642141.8952399995,TR,na,na,2016-09-27 18:40:00,2016-09-27 20:30:00,na,na,2016-09-29 18:40:00,2016-09-29 20:30:00,na,na,na,na,na,na
316,BDWY,AD HOC,0,679425.738764,7642141.8952399995,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
317,BDWY,BA 522,20,679425.738764,7642141.8952399995,W,na,na,na,na,2016-09-28 17:30:00,2016-09-28 19:10:00,na,na,na,na,na,na,na,na
318,BDWY,BA 522,25,679425.738764,7642141.8952399995,W,na,na,na,na,2016-09-28 19:30:00,2016-09-28 21:10:00,na,na,na,na,na,na,na,na
323,CH,G 410,4,680507.418369,7642314.424760001,MW,2016-09-26 12:30:00,2016-09-26 13:55:00,na,na,2016-09-28 12:30:00,2016-09-28 13:55:00,na,na,na,na,na,na,na,na
324,CH,G 510,9,680507.418369,7642314.424760001,MW,2016-09-26 12:30:00,2016-09-26 13:55:00,na,na,2016-09-28 12:30:00,2016-09-28 13:55:00,na,na,na,na,na,na,na,na
325,CH,CH 443,31,680507.418369,7642314.424760001,MW,2016-09-26 16:40:00,2016-09-26 18:30:00,na,na,2016-09-28 16:40:00,2016-09-28 18:30:00,na,na,na,na,na,na,na,na
326,CH,CH 543,1,680507.418369,7642314.424760001,MW,2016-09-26 16:40:00,2016-09-26 18:30:00,na,na,2016-09-28 16:40:00,2016-09-28 18:30:00,na,na,na,na,na,na,na,na
327,CH,G 510,0,680507.418369,7642314.424760001,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
328,CH,G 610,4,680507.418369,7642314.424760001,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
329,CH,G 435L,31,680507.418369,7642314.424760001,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
330,CH,G 424,13,680507.418369,7642314.424760001,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:05:00,na,na,2016-09-29 14:00:00,2016-09-29 15:05:00,na,na,na,na,na,na
331,CH,G 524,3,680507.418369,7642314.424760001,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:05:00,na,na,2016-09-29 14:00:00,2016-09-29 15:05:00,na,na,na,na,na,na
332,CH,G 424L,7,680507.418369,7642314.424760001,TR,na,na,2016-09-27 16:00:00,2016-09-27 17:50:00,na,na,2016-09-29 16:00:00,2016-09-29 17:50:00,na,na,na,na,na,na
333,CH,G 524L,2,680507.418369,7642314.424760001,TR,na,na,2016-09-27 16:00:00,2016-09-27 17:50:00,na,na,2016-09-29 16:00:00,2016-09-29 17:50:00,na,na,na,na,na,na
334,CH,SOPH 03,1,680507.418369,7642314.424760001,T,na,na,2016-09-27 18:40:00,2016-09-27 22:00:00,na,na,na,na,na,na,na,na,na,na
335,CH,SOPH 03,0,680507.418369,7642314.424760001,T,na,na,2016-09-27 18:40:00,2016-09-27 22:00:00,na,na,na,na,na,na,na,na,na,na
336,CH,SYSC 525,11,680507.418369,7642314.424760001,T,na,na,2016-09-27 18:40:00,2016-09-27 22:00:00,na,na,na,na,na,na,na,na,na,na
337,CH,SYSC 625,1,680507.418369,7642314.424760001,T,na,na,2016-09-27 18:40:00,2016-09-27 22:00:00,na,na,na,na,na,na,na,na,na,na
