region_code,fac_id,bldg,description,bldg_status,bldg_class,prop_type,entry_date,entry_clerk,addr1,addr2,bldg_city,bldg_county,bldg_state_code,bldg_zip,country,owned_leased,date_occupied,date_purchased,purchase_price,acres,parking,max_cost,date_built,useful_life,cost_of_land,cost_of_bldg,appr_value,est_value,book_value,clli,smart_bldg,redundant,nonassignable_sqft,user_assignable,circulation_sqft,occupied_sqft,latitude,longitude,structure_owned,land_owned,co_class,bfms_code,cable_vault,tax_code,tower,standby_power,client_parking,employee_parking,client_park_mat,emp_park_mat,other_parking,client_security,emp_security,bldg_security,sechrs_opr,foundation_type,ssc_material,ssc_system,bldg_envelope,vintage_year,roof_type,blob_id,baselne_usg_sqft,baseline_cost_sqft,bench_usg_sqft,bench_cost_sqft,base_uom,bnch_uom,user_gross,user_rentable,user_useable,cad_drawing,edit_date,edit_clerk,gross_sqft,rentable_sqft,usable_sqft,assignable_sqft,location_gross_sqft,user_nonassignable_sqft,bldg_directions,fire_dept,fire_dept_phone,police,police_phone,link_tranx_num,doc_id,af1,af2,af3,af4,af5,af6,af7,af8,af9,af10,af11,af12,depr_factor,survey_sqft_rollup,hvac_type,housekeeping_code,exposure_value,exposure_hazard,fire_protection_class,construction_type,gis_layer,multitenant_id,angle,climate_zone,af13,af14,af15,af16
PSU,MAIN CAMPUS,B0106,KNGA - KING ALBERT RESIDENCE HALL,OCCUPIED,2-HSG & RSRCH,AUX,NULL,NULL,1809 SW ELEVENTH AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38747.0000,NULL,NULL,NULL,2015-03-13 09:25:24.000,SHERYR,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0001,LH - LINCOLN HALL,OCCUPIED,4-GEN CLASSRM,E-G,NULL,NULL,1620 SW PARK AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,145139.0000,NULL,NULL,NULL,2015-12-21 15:02:21.000,OBINNA,NULL,NULL,NULL,0.00,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0018B,LIBE - LIBRARY EAST,INACTIVE,3-SUPPORT BLDG,AUX,NULL,NULL,1825 SW BROADWAY,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,273.7500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,2016-08-17 14:21:53.000,LUCIUS,NULL,10522.32,1433.68,14434.73,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,N0165,LOOP - CAMPUS LOOP,OCCUPIED,NULL,NB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,US,Y,NULL,NULL,0.0000,NULL,NULL,0.0000,NULL,NULL,0.00,0.00,0.00,0.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,Y,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23731.0000,NULL,NULL,NULL,2015-10-12 10:13:05.000,LEONARD8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0022,ML - MILLAR LIBRARY,OCCUPIED,3-SUPPORT BLDG,E-G,NULL,NULL,1875 SW PARK AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,208640.0000,NULL,NULL,NULL,2015-12-21 15:03:56.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0102,MONT - MONTGOMERY RESIDENCE HALL,OCCUPIED,2-HSG & RSRCH,AUX,NULL,NULL,1802 SW TENTH AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43320.0000,NULL,NULL,NULL,2015-03-13 09:26:20.000,SHERYR,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0257,MSQ - MARKET SQUARE BUILDING (LEASE EXPIRED MAY 2013),INACTIVE,5-GEN OFFICE,E-G,NULL,NULL,1515 SW 5TH AVENUE,NULL,PORTLAND,NULL,OR,97201,US,N,NULL,NULL,0.0000,NULL,NULL,0.0000,NULL,NULL,0.00,0.00,0.00,0.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,2015-12-21 15:49:24.000,LEONARD8,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0040,NASCC - NATIVE AMERICAN STUDENT COMMUNITY CENTER,OCCUPIED,4-GEN CLASSRM,AUX,NULL,NULL,710 SW JACKSON,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14887.0000,NULL,NULL,NULL,2016-11-16 10:30:28.000,PPOWERS,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,39724,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,I0211,NGH - NORTH GREENHOUSE,OCCUPIED,2-HSG & RSRCH,E-G,NULL,NULL,1820 SW 10TH AVE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1800.0000,NULL,NULL,NULL,2015-12-21 15:05:32.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0002,NH - NEUBERGER HALL,OCCUPIED,4-GEN CLASSRM,E-G,NULL,NULL,724 SW HARRISON STREET,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3264.2800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237874.0000,NULL,NULL,NULL,2015-12-21 15:05:55.000,OBINNA,NULL,32301.07,2366.66,71913.70,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,OFF CAMPUS,B0HBAY,OGI - JACK MURDOCK BUILDING- OHSU WEST CAMPUS,INACTIVE,NULL,E-G,NULL,NULL,20000 NW WALKER RD,NULL,PORTLAND,NULL,OR,NULL,US,N,NULL,NULL,0.0000,NULL,NULL,0.0000,NULL,NULL,0.00,0.00,0.00,0.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-12-23 09:35:38.000,LEONARD8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0011,OND - ONDINE RESIDENCE HALL,OCCUPIED,2-HSG & RSRCH,AUX,NULL,NULL,1912 SW SIXTH AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,169292.0000,NULL,NULL,NULL,2015-12-21 15:07:16.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,M0005,PBX - PARK BLOCKS,OCCUPIED,NULL,NB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,US,N,NULL,NULL,0.0000,NULL,NULL,0.0000,NULL,NULL,0.00,0.00,0.00,0.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-10-12 10:14:15.000,LEONARD8,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0032,PCAT - PORTLAND CENTER FOR ADVANCED TECHNOLOGY,DEMOLISHED,NULL,E-G,NULL,NULL,1800 SW SIXTH AVENUE,NULL,PORTLAND,NULL,OR,NULL,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,2015-12-21 15:52:46.000,LEONARD8,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,N0017,PED - PEDESTRIAN WALKWAY/BRIDGE,OCCUPIED,NULL,NB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,US,Y,NULL,NULL,0.0000,NULL,NULL,0.0000,NULL,NULL,0.00,0.00,0.00,0.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-03-06 11:51:48.683,SHERYR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,OFF CAMPUS,B0110,PREG - PRESIDENT'S  GARAGE,OCCUPIED,3-SUPPORT BLDG,E-G,NULL,NULL,11650 SW MILITARY ROAD,NULL,PORTLAND,NULL,OR,97219,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1752.0000,NULL,NULL,NULL,2015-12-21 15:12:51.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,OFF CAMPUS,B0109,PRES - PRESIDENT'S RESIDENCE,OCCUPIED,3-SUPPORT BLDG,E-G,NULL,NULL,11650 SW MILITARY ROAD,NULL,PORTLAND,NULL,OR,97219,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7814.0000,NULL,NULL,NULL,2015-12-21 15:13:04.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0100,PRKW - PARKWAY RESIDENCE HALL,OCCUPIED,2-HSG & RSRCH,AUX,NULL,NULL,1609 SW PARK AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40500.0000,NULL,NULL,NULL,2015-03-13 09:31:24.000,SHERYR,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0021,PS1 - PARKING STRUCTURE 1,OCCUPIED,3-SUPPORT BLDG,PARKING,NULL,NULL,1872 SW BROADWAY AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,342960.0000,NULL,NULL,NULL,2015-12-21 15:13:55.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0006A,PS2 - PARKING STRUCTURE 2,OCCUPIED,3-SUPPORT BLDG,PARKING,NULL,NULL,1724 SW BROADWAY AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121670.0000,NULL,NULL,NULL,2015-12-21 15:14:17.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0031,PS3 - PARKING STRUCTURE 3,OCCUPIED,3-SUPPORT BLDG,PARKING,NULL,NULL,1631 SW TWELFTH AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,348933.0000,NULL,NULL,NULL,2015-12-21 15:14:40.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0004,PSC - PETER W. STOTT CENTER,OCCUPIED,4-GEN CLASSRM,AUX,NULL,NULL,930 SW HALL STREET,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168270.0000,NULL,NULL,NULL,2015-12-21 15:15:02.000,OBINNA,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,M0145,CRF - COMMUNITY RECREATION FIELD (PSFLD - PETER STOTT FIELD),OCCUPIED,NULL,NB,NULL,NULL,930 SW HALL STREET,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,0.0000,NULL,NULL,0.0000,NULL,NULL,0.00,0.00,0.00,0.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,Y,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015-10-12 10:14:02.000,LEONARD8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,I0210,RGH - RESEARCH GREENHOUSE,OCCUPIED,2-HSG & RSRCH,E-G,NULL,NULL,950 SW COLLEGE STREET,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,0.0000,NULL,NULL,0.0000,NULL,NULL,0.00,0.00,0.00,0.00,0.00,NULL,NULL,NULL,173.2500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5181.0000,NULL,NULL,NULL,2015-12-21 15:15:54.000,OBINNA,NULL,1169.81,64.17,3605.57,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
PSU,MAIN CAMPUS,B0035,SAB - SIXTH AVENUE BUILDING,INACTIVE,NULL,E-G,NULL,NULL,1950 SW SIXTH AVENUE,NULL,PORTLAND,NULL,OR,97201,US,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9940.9000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30000.0000,NULL,NULL,NULL,2015-12-21 15:55:01.000,LEONARD8,NULL,3885.90,935.58,13490.45,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
